1			629                 627                 4867.00             1694.00             3173.00             1011                375.53              1.53                1545.00             847                 
2			629                 627                 5117.00             1786.00             3331.00             1203                327.58              1.37                1653.00             949                 
3			629                 627                 4079.00             1305.00             2774.00             669                 460.85              1.97                1315.00             516                 
4			629                 627                 5004.00             1739.00             3265.00             1157                338.94              1.41                1635.00             939                 
5			629                 627                 4792.00             1667.00             3125.00             965                 386.92              1.61                1556.00             838                 
6			629                 627                 4861.00             1703.00             3158.00             1027                371.47              1.57                1616.00             877                 
7			629                 627                 4071.00             1289.00             2782.00             673                 460.03              2.04                1375.00             505                 
8			629                 627                 4823.00             1666.00             3157.00             997                 378.96              1.57                1561.00             858                 
9			629                 627                 4027.00             1264.00             2763.00             617                 474.22              2.26                1397.00             426                 
10			629                 627                 5091.00             1797.00             3294.00             1157                339.14              1.42                1648.00             958                 
11			629                 627                 4692.00             1660.00             3032.00             893                 405.25              1.75                1560.00             766                 
12			629                 627                 3773.00             1179.00             2594.00             563                 487.55              2.18                1228.00             356                 
13			629                 627                 3417.00             999.00              2418.00             423                 522.65              2.72                1150.00             104                 
14			629                 627                 4828.00             1702.00             3126.00             1005                377.20              1.61                1617.00             858                 
15			629                 627                 4227.00             1338.00             2889.00             703                 452.33              2.00                1409.00             557                 
16			629                 627                 1491.00             412.00              1079.00             67                  611.60              8.76                587.00              187                 
17			629                 627                 4848.00             1703.00             3145.00             1027                371.61              1.50                1542.00             877                 
18			629                 627                 4836.00             1703.00             3133.00             1027                371.35              1.51                1552.00             867                 
19			629                 627                 4838.00             1683.00             3155.00             1027                371.55              1.49                1533.00             867                 
20			629                 627                 4858.00             1675.00             3183.00             1027                371.35              1.52                1557.00             867                 
21			629                 627                 5097.00             1788.00             3309.00             1215                324.54              1.35                1638.00             949                 
22			629                 627                 2022.00             541.00              1481.00             131                 595.47              5.91                774.00              352                 
23			629                 627                 3977.00             1254.00             2723.00             639                 468.32              2.04                1304.00             476                 
24			629                 627                 3837.00             1208.00             2629.00             571                 485.57              2.20                1254.00             376                 
25			629                 627                 4443.00             1543.00             2900.00             785                 432.14              1.98                1557.00             675                 
26			629                 627                 4768.00             1688.00             3080.00             891                 405.72              1.77                1580.00             766                 
27			629                 627                 4962.00             1753.00             3209.00             1157                338.79              1.40                1615.00             928                 
28			629                 627                 4232.00             1397.00             2835.00             699                 453.53              1.96                1372.00             556                 
29			629                 627                 3389.00             1046.00             2343.00             377                 533.81              2.99                1129.00             476                 
30			629                 627                 5463.00             1921.00             3542.00             1215                324.68              1.43                1732.00             959                 
31			629                 627                 4856.00             1665.00             3191.00             843                 417.44              1.88                1584.00             706                 
32			629                 627                 5723.00             2464.00             3259.00             1035                369.30              1.73                1794.00             878                 
33			629                 627                 5291.00             1828.00             3463.00             1111                350.72              1.51                1682.00             919                 
34			629                 627                 5282.00             1905.00             3377.00             1215                324.57              1.36                1656.00             949                 
35			629                 627                 4298.00             1388.00             2910.00             643                 467.31              2.17                1394.00             476                 
36			629                 627                 1213.00             290.00              923.00              39                  618.69              12.18               475.00              115                 
37			629                 627                 3836.00             1207.00             2629.00             501                 502.79              2.51                1258.00             246                 
38			-1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  
39			-1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  
40			-1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  
41			-1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  
42			-1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  
43			-1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  
44			-1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  
45			-1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  
46			-1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  
47			-1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  
48			-1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  
49			-1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  
50			-1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  
51			-1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  
52			-1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  
53			-1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  
54			-1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  
55			-1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  
56			-1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  -1                  
